seed,ref,order,rec_buried,rec_exposed,rec_diff,command
1,4,random,0.8723403811454773,0.8958333730697632,-0.02349299192428589,"python3 src/expB_ordering.py --n-ref 8 --t0 0.5 --seeds 0,1,2 --length 128 --num-timesteps 200 --out results/expB_ordering.csv"
1,5,purity,0.9166666865348816,0.9130434989929199,0.00362318754196167,"python3 src/expB_ordering.py --n-ref 8 --t0 0.5 --seeds 0,1,2 --length 128 --num-timesteps 200 --out results/expB_ordering.csv"
1,5,burial_first,0.875,0.9347826242446899,-0.05978262424468994,"python3 src/expB_ordering.py --n-ref 8 --t0 0.5 --seeds 0,1,2 --length 128 --num-timesteps 200 --out results/expB_ordering.csv"
1,5,anti_burial,0.8541666865348816,0.9130434989929199,-0.05887681245803833,"python3 src/expB_ordering.py --n-ref 8 --t0 0.5 --seeds 0,1,2 --length 128 --num-timesteps 200 --out results/expB_ordering.csv"
1,5,random,0.875,0.9130434989929199,-0.03804349899291992,"python3 src/expB_ordering.py --n-ref 8 --t0 0.5 --seeds 0,1,2 --length 128 --num-timesteps 200 --out results/expB_ordering.csv"
1,6,purity,0.9090909361839294,0.9361701607704163,-0.027079224586486816,"python3 src/expB_ordering.py --n-ref 8 --t0 0.5 --seeds 0,1,2 --length 128 --num-timesteps 200 --out results/expB_ordering.csv"
1,6,burial_first,0.9090909361839294,0.9361701607704163,-0.027079224586486816,"python3 src/expB_ordering.py --n-ref 8 --t0 0.5 --seeds 0,1,2 --length 128 --num-timesteps 200 --out results/expB_ordering.csv"
1,6,anti_burial,0.8181818723678589,0.8936169743537903,-0.0754351019859314,"python3 src/expB_ordering.py --n-ref 8 --t0 0.5 --seeds 0,1,2 --length 128 --num-timesteps 200 --out results/expB_ordering.csv"
1,6,random,0.8636363744735718,0.8723403811454773,-0.008704006671905518,"python3 src/expB_ordering.py --n-ref 8 --t0 0.5 --seeds 0,1,2 --length 128 --num-timesteps 200 --out results/expB_ordering.csv"
1,7,purity,0.8666666746139526,0.875,-0.008333325386047363,"python3 src/expB_ordering.py --n-ref 8 --t0 0.5 --seeds 0,1,2 --length 128 --num-timesteps 200 --out results/expB_ordering.csv"
1,7,burial_first,0.8888888955116272,0.9166666865348816,-0.027777791023254395,"python3 src/expB_ordering.py --n-ref 8 --t0 0.5 --seeds 0,1,2 --length 128 --num-timesteps 200 --out results/expB_ordering.csv"
1,7,anti_burial,0.9111111164093018,0.9166666865348816,-0.005555570125579834,"python3 src/expB_ordering.py --n-ref 8 --t0 0.5 --seeds 0,1,2 --length 128 --num-timesteps 200 --out results/expB_ordering.csv"
1,7,random,0.8666666746139526,0.8541666865348816,0.012499988079071045,"python3 src/expB_ordering.py --n-ref 8 --t0 0.5 --seeds 0,1,2 --length 128 --num-timesteps 200 --out results/expB_ordering.csv"
2,0,purity,0.7906976938247681,0.884615421295166,-0.09391772747039795,"python3 src/expB_ordering.py --n-ref 8 --t0 0.5 --seeds 0,1,2 --length 128 --num-timesteps 200 --out results/expB_ordering.csv"
2,0,burial_first,0.7674418687820435,0.884615421295166,-0.11717355251312256,"python3 src/expB_ordering.py --n-ref 8 --t0 0.5 --seeds 0,1,2 --length 128 --num-timesteps 200 --out results/expB_ordering.csv"
2,0,anti_burial,0.7906976938247681,0.8653846383094788,-0.0746869444847107,"python3 src/expB_ordering.py --n-ref 8 --t0 0.5 --seeds 0,1,2 --length 128 --num-timesteps 200 --out results/expB_ordering.csv"
2,0,random,0.8372092843055725,0.9038462042808533,-0.06663691997528076,"python3 src/expB_ordering.py --n-ref 8 --t0 0.5 --seeds 0,1,2 --length 128 --num-timesteps 200 --out results/expB_ordering.csv"
2,1,purity,0.8723403811454773,0.9215686321258545,-0.0492282509803772,"python3 src/expB_ordering.py --n-ref 8 --t0 0.5 --seeds 0,1,2 --length 128 --num-timesteps 200 --out results/expB_ordering.csv"
2,1,burial_first,0.8510637879371643,0.9019607901573181,-0.05089700222015381,"python3 src/expB_ordering.py --n-ref 8 --t0 0.5 --seeds 0,1,2 --length 128 --num-timesteps 200 --out results/expB_ordering.csv"
2,1,anti_burial,0.8936169743537903,0.9411765336990356,-0.04755955934524536,"python3 src/expB_ordering.py --n-ref 8 --t0 0.5 --seeds 0,1,2 --length 128 --num-timesteps 200 --out results/expB_ordering.csv"
2,1,random,0.8723403811454773,0.8627451062202454,0.009595274925231934,"python3 src/expB_ordering.py --n-ref 8 --t0 0.5 --seeds 0,1,2 --length 128 --num-timesteps 200 --out results/expB_ordering.csv"
2,2,purity,0.75,0.8666666746139526,-0.11666667461395264,"python3 src/expB_ordering.py --n-ref 8 --t0 0.5 --seeds 0,1,2 --length 128 --num-timesteps 200 --out results/expB_ordering.csv"
2,2,burial_first,0.7727273106575012,0.8888888955116272,-0.11616158485412598,"python3 src/expB_ordering.py --n-ref 8 --t0 0.5 --seeds 0,1,2 --length 128 --num-timesteps 200 --out results/expB_ordering.csv"
2,2,anti_burial,0.75,0.8888888955116272,-0.1388888955116272,"python3 src/expB_ordering.py --n-ref 8 --t0 0.5 --seeds 0,1,2 --length 128 --num-timesteps 200 --out results/expB_ordering.csv"
2,2,random,0.7954545617103577,0.9333333373069763,-0.13787877559661865,"python3 src/expB_ordering.py --n-ref 8 --t0 0.5 --seeds 0,1,2 --length 128 --num-timesteps 200 --out results/expB_ordering.csv"
2,3,purity,0.8085106015205383,0.9642857313156128,-0.15577512979507446,"python3 src/expB_ordering.py --n-ref 8 --t0 0.5 --seeds 0,1,2 --length 128 --num-timesteps 200 --out results/expB_ordering.csv"
2,3,burial_first,0.8297871947288513,0.9464285969734192,-0.11664140224456787,"python3 src/expB_ordering.py --n-ref 8 --t0 0.5 --seeds 0,1,2 --length 128 --num-timesteps 200 --out results/expB_ordering.csv"
2,3,anti_burial,0.8723403811454773,1.0,-0.1276596188545227,"python3 src/expB_ordering.py --n-ref 8 --t0 0.5 --seeds 0,1,2 --length 128 --num-timesteps 200 --out results/expB_ordering.csv"
2,3,random,0.8510637879371643,0.9642857313156128,-0.11322194337844849,"python3 src/expB_ordering.py --n-ref 8 --t0 0.5 --seeds 0,1,2 --length 128 --num-timesteps 200 --out results/expB_ordering.csv"
2,4,purity,0.8571428656578064,0.9791666865348816,-0.1220238208770752,"python3 src/expB_ordering.py --n-ref 8 --t0 0.5 --seeds 0,1,2 --length 128 --num-timesteps 200 --out results/expB_ordering.csv"
2,4,burial_first,0.8367346525192261,0.9375,-0.10076534748077393,"python3 src/expB_ordering.py --n-ref 8 --t0 0.5 --seeds 0,1,2 --length 128 --num-timesteps 200 --out results/expB_ordering.csv"
2,4,anti_burial,0.8163264989852905,0.9166666865348816,-0.10034018754959106,"python3 src/expB_ordering.py --n-ref 8 --t0 0.5 --seeds 0,1,2 --length 128 --num-timesteps 200 --out results/expB_ordering.csv"
2,4,random,0.8571428656578064,0.9583333730697632,-0.10119050741195679,"python3 src/expB_ordering.py --n-ref 8 --t0 0.5 --seeds 0,1,2 --length 128 --num-timesteps 200 --out results/expB_ordering.csv"
2,5,purity,0.8775510191917419,0.85999995470047,0.017551064491271973,"python3 src/expB_ordering.py --n-ref 8 --t0 0.5 --seeds 0,1,2 --length 128 --num-timesteps 200 --out results/expB_ordering.csv"
2,5,burial_first,0.8775510191917419,0.8199999928474426,0.057551026344299316,"python3 src/expB_ordering.py --n-ref 8 --t0 0.5 --seeds 0,1,2 --length 128 --num-timesteps 200 --out results/expB_ordering.csv"
2,5,anti_burial,0.8367346525192261,0.8799999952316284,-0.043265342712402344,"python3 src/expB_ordering.py --n-ref 8 --t0 0.5 --seeds 0,1,2 --length 128 --num-timesteps 200 --out results/expB_ordering.csv"
2,5,random,0.8775510191917419,0.85999995470047,0.017551064491271973,"python3 src/expB_ordering.py --n-ref 8 --t0 0.5 --seeds 0,1,2 --length 128 --num-timesteps 200 --out results/expB_ordering.csv"
2,6,purity,0.9069767594337463,0.9799999594688416,-0.07302320003509521,"python3 src/expB_ordering.py --n-ref 8 --t0 0.5 --seeds 0,1,2 --length 128 --num-timesteps 200 --out results/expB_ordering.csv"
2,6,burial_first,0.9534883499145508,0.9799999594688416,-0.02651160955429077,"python3 src/expB_ordering.py --n-ref 8 --t0 0.5 --seeds 0,1,2 --length 128 --num-timesteps 200 --out results/expB_ordering.csv"
2,6,anti_burial,0.9302325248718262,0.9399999976158142,-0.009767472743988037,"python3 src/expB_ordering.py --n-ref 8 --t0 0.5 --seeds 0,1,2 --length 128 --num-timesteps 200 --out results/expB_ordering.csv"
2,6,random,0.9069767594337463,0.9599999785423279,-0.05302321910858154,"python3 src/expB_ordering.py --n-ref 8 --t0 0.5 --seeds 0,1,2 --length 128 --num-timesteps 200 --out results/expB_ordering.csv"
2,7,purity,0.717391312122345,0.9574467539787292,-0.24005544185638428,"python3 src/expB_ordering.py --n-ref 8 --t0 0.5 --seeds 0,1,2 --length 128 --num-timesteps 200 --out results/expB_ordering.csv"
2,7,burial_first,0.6521739363670349,0.9574467539787292,-0.30527281761169434,"python3 src/expB_ordering.py --n-ref 8 --t0 0.5 --seeds 0,1,2 --length 128 --num-timesteps 200 --out results/expB_ordering.csv"
2,7,anti_burial,0.804347813129425,0.8936169743537903,-0.08926916122436523,"python3 src/expB_ordering.py --n-ref 8 --t0 0.5 --seeds 0,1,2 --length 128 --num-timesteps 200 --out results/expB_ordering.csv"
2,7,random,0.717391312122345,0.9361701607704163,-0.2187788486480713,"python3 src/expB_ordering.py --n-ref 8 --t0 0.5 --seeds 0,1,2 --length 128 --num-timesteps 200 --out results/expB_ordering.csv"
